,suspicious_value,group_statistics,conditions,tree_depth,uses_NA_branch,outlier_score
1168,"{'column': 'A7', 'value': 5.735784355906312, 'decimals': 0}","{'upper_thr': 1.4111425569999998, 'pct_below': 0.9634146341463414, 'mean': 0.6626705604177214, 'sd': 0.349489977790946, 'n_obs': 79}","[{'column': 'A11', 'comparison': '<=', 'value_comp': 0.8240639790000001, 'value_this': 0.453394972, 'decimals': 1}, {'column': 'A0', 'comparison': '<=', 'value_comp': 0.947441018, 'value_this': 0.8416239809999999, 'decimals': 1}, {'column': 'A8', 'comparison': '<=', 'value_comp': 1.093922023, 'value_this': 0.630673402, 'decimals': 1}, {'column': 'A12', 'comparison': '>', 'value_comp': 1.012198086, 'value_this': 1.0834719659999998, 'decimals': 1}]",4.0,0.0,0.005054575661412751
1169,{},{},[],,,
1170,{},{},[],,,
1171,{},{},[],,,
1172,{},{},[],,,
1173,"{'column': 'A13', 'value': 8.003870430169336, 'decimals': 0}","{'upper_thr': 2.514744376, 'pct_below': 0.979381443298969, 'mean': 1.6971917471473685, 'sd': 0.3029985682861303, 'n_obs': 95}","[{'column': 'A11', 'comparison': '>', 'value_comp': 1.585284566, 'value_this': 1.883118284, 'decimals': 1}, {'column': 'A11', 'comparison': '<=', 'value_comp': 2.015500072, 'value_this': 1.883118284, 'decimals': 1}, {'column': 'A12', 'comparison': '<=', 'value_comp': 1.446750766, 'value_this': 1.332930546, 'decimals': 1}, {'column': 'A11', 'comparison': '>', 'value_comp': 1.241091916, 'value_this': 1.883118284, 'decimals': 1}]",4.0,0.0,0.012760549554165635
1174,{},{},[],,,
1175,{},{},[],,,
1176,"{'column': 'A11', 'value': 6.019043582110963, 'decimals': 0}","{'upper_thr': 1.664713638, 'pct_below': 0.9933774834437086, 'mean': 0.707504573619167, 'sd': 0.39450926710800494, 'n_obs': 1200}","[{'column': 'A13', 'comparison': '<=', 'value_comp': 1.06034643, 'value_this': 0.03968151, 'decimals': 1}]",1.0,0.0,0.005446678237202536
1177,{},{},[],,,
1178,{},{},[],,,
1179,{},{},[],,,
1180,{},{},[],,,
1181,{},{},[],,,
1182,{},{},[],,,
1183,"{'column': 'A0', 'value': 5.174329188158987, 'decimals': 0}","{'upper_thr': 2.65033824, 'pct_below': 0.9971590909090909, 'mean': 0.625514572173789, 'sd': 0.45544757227264526, 'n_obs': 351}","[{'column': 'A4', 'comparison': '>', 'value_comp': 0.6835984740000001, 'value_this': 3.920269222, 'decimals': 1}]",1.0,0.0,0.007601579311825602
1184,{},{},[],,,
1185,"{'column': 'A19', 'value': 0.423387079, 'decimals': 1}","{'lower_thr': 0.590388747, 'pct_above': 0.9259259259259259, 'mean': 0.66787752092, 'sd': 0.02678976073962532, 'n_obs': 25}","[{'column': 'A16', 'comparison': '<=', 'value_comp': 0.241348772, 'value_this': 0.0008864669999999998, 'decimals': 1}, {'column': 'A8', 'comparison': '>', 'value_comp': 0.630673402, 'value_this': 0.862297713, 'decimals': 1}, {'column': 'A9', 'comparison': '>', 'value_comp': 0.420487348, 'value_this': 0.513116937, 'decimals': 1}, {'column': 'A11', 'comparison': '>', 'value_comp': 0.58577676, 'value_this': 0.8174701940000001, 'decimals': 1}]",4.0,0.0,0.011291247023548393
1186,{},{},[],,,
1187,{},{},[],,,
1188,{},{},[],,,
1189,{},{},[],,,
1190,{},{},[],,,
1191,{},{},[],,,
1192,"{'column': 'A19', 'value': 0.022583076, 'decimals': 2}","{'lower_thr': 0.077617924, 'pct_above': 0.9951923076923077, 'mean': 0.6208337672475729, 'sd': 0.21740862124627255, 'n_obs': 206}","[{'column': 'A9', 'comparison': '<=', 'value_comp': 0.388636366, 'value_this': 0.201915509, 'decimals': 1}, {'column': 'A11', 'comparison': '<=', 'value_comp': 1.42642642, 'value_this': 1.088827555, 'decimals': 1}, {'column': 'A9', 'comparison': '<=', 'value_comp': 0.420487348, 'value_this': 0.201915509, 'decimals': 1}, {'column': 'A11', 'comparison': '>', 'value_comp': 0.58577676, 'value_this': 1.088827555, 'decimals': 1}]",4.0,0.0,0.001959973409837068
1193,{},{},[],,,
1194,{},{},[],,,
1195,{},{},[],,,
1196,{},{},[],,,
1197,"{'column': 'A3', 'value': 7.2192755599546095, 'decimals': 0}","{'upper_thr': 2.577858329, 'pct_below': 0.9626168224299065, 'mean': 1.0347378488834953, 'sd': 0.5506471960488593, 'n_obs': 103}","[{'column': 'A16', 'comparison': '>', 'value_comp': 1.50200294, 'value_this': 1.624007026, 'decimals': 1}]",1.0,0.0,0.008484340670775848
1198,"{'column': 'A10', 'value': 2.993461755, 'decimals': 0}","{'upper_thr': 1.244894331, 'pct_below': 0.9931972789115646, 'mean': 0.44636622894520556, 'sd': 0.2900717809559057, 'n_obs': 146}","[{'column': 'A9', 'comparison': '>', 'value_comp': 0.948798937, 'value_this': 7.058746098333268, 'decimals': 1}]",1.0,0.0,0.012151493720379238
1199,{},{},[],,,
1200,{},{},[],,,
1201,{},{},[],,,
1202,{},{},[],,,
1203,{},{},[],,,
1204,{},{},[],,,
1205,{},{},[],,,
1206,{},{},[],,,
1207,{},{},[],,,
1208,{},{},[],,,
1209,{},{},[],,,
1210,{},{},[],,,
1211,{},{},[],,,
1212,{},{},[],,,
1213,"{'column': 'A13', 'value': 0.015319887, 'decimals': 2}","{'lower_thr': 0.070321284, 'pct_above': 0.987012987012987, 'mean': 0.9830359422236841, 'sd': 0.5395229898308549, 'n_obs': 76}","[{'column': 'A11', 'comparison': '>', 'value_comp': 0.923375625, 'value_this': 1.002804698, 'decimals': 1}, {'column': 'A7', 'comparison': '>', 'value_comp': 0.682748729, 'value_this': 0.862225125, 'decimals': 1}, {'column': 'A7', 'comparison': '<=', 'value_comp': 1.11201523, 'value_this': 0.862225125, 'decimals': 1}, {'column': 'A11', 'comparison': '<=', 'value_comp': 1.241091916, 'value_this': 1.002804698, 'decimals': 1}]",4.0,0.0,0.010507568680689972
1214,"{'column': 'A17', 'value': 2.743898573, 'decimals': 0}","{'upper_thr': 1.5946330030000002, 'pct_below': 0.996316758747698, 'mean': 0.7504408619075779, 'sd': 0.21871863789956947, 'n_obs': 541}","[{'column': 'A19', 'comparison': '<=', 'value_comp': 0.7790249290000001, 'value_this': 0.244619592, 'decimals': 1}, {'column': 'A18', 'comparison': '>', 'value_comp': 0.5271418489999999, 'value_this': 0.871978122, 'decimals': 1}, {'column': 'A18', 'comparison': '<=', 'value_comp': 1.14784714, 'value_this': 0.871978122, 'decimals': 1}]",3.0,0.0,0.009883617323773868
1215,{},{},[],,,
1216,{},{},[],,,
1217,{},{},[],,,
1218,{},{},[],,,
1219,{},{},[],,,
1220,{},{},[],,,
1221,{},{},[],,,
1222,{},{},[],,,
1223,{},{},[],,,
1224,"{'column': 'A10', 'value': 12.912078345984742, 'decimals': 0}","{'upper_thr': 7.231817841, 'pct_below': 0.9921450151057402, 'mean': 0.7334583648781969, 'sd': 0.6748631446469068, 'n_obs': 1642}",[],0.0,0.0,0.0024201601132977325
1225,{},{},[],,,
1226,"{'column': 'A11', 'value': 5.5104948317220215, 'decimals': 0}","{'upper_thr': 1.664713638, 'pct_below': 0.9933774834437086, 'mean': 0.707504573619167, 'sd': 0.39450926710800494, 'n_obs': 1200}","[{'column': 'A13', 'comparison': '<=', 'value_comp': 1.06034643, 'value_this': 0.259687098, 'decimals': 1}]",1.0,0.0,0.006661840091264253
1227,{},{},[],,,
1228,{},{},[],,,
1229,{},{},[],,,
1230,{},{},[],,,
1231,{},{},[],,,
1232,{},{},[],,,
1233,{},{},[],,,
1234,{},{},[],,,
1235,{},{},[],,,
1236,{},{},[],,,
1237,{},{},[],,,
1238,{},{},[],,,
1239,{},{},[],,,
1240,"{'column': 'A11', 'value': 6.024609325915938, 'decimals': 0}","{'upper_thr': 1.664713638, 'pct_below': 0.9933774834437086, 'mean': 0.707504573619167, 'sd': 0.39450926710800494, 'n_obs': 1200}","[{'column': 'A13', 'comparison': '<=', 'value_comp': 1.06034643, 'value_this': 0.314688495, 'decimals': 1}]",1.0,0.0,0.0054352758668851685
1241,{},{},[],,,
1242,{},{},[],,,
1243,{},{},[],,,
1244,{},{},[],,,
1245,{},{},[],,,
1246,{},{},[],,,
1247,{},{},[],,,
1248,{},{},[],,,
1249,{},{},[],,,
1250,{},{},[],,,
1251,"{'column': 'A12', 'value': 5.668005195292367, 'decimals': 0}","{'upper_thr': 2.302037324, 'pct_below': 0.9615384615384616, 'mean': 1.1849864462799997, 'sd': 0.39013467645136624, 'n_obs': 50}","[{'column': 'A13', 'comparison': '<=', 'value_comp': 0.754699672, 'value_this': 0.699698275, 'decimals': 1}, {'column': 'A13', 'comparison': '>', 'value_comp': 0.620335254, 'value_this': 0.699698275, 'decimals': 1}, {'column': 'A8', 'comparison': '>', 'value_comp': 0.411635995, 'value_this': 1.093922023, 'decimals': 1}, {'column': 'A11', 'comparison': '>', 'value_comp': 0.718158548, 'value_this': 0.790993837, 'decimals': 1}]",4.0,0.0,0.008375209086578133
1252,{},{},[],,,
1253,{},{},[],,,
1254,{},{},[],,,
1255,{},{},[],,,
1256,{},{},[],,,
1257,{},{},[],,,
1258,"{'column': 'A14', 'value': 11.753897216347976, 'decimals': 0}","{'upper_thr': 4.062695671, 'pct_below': 0.991869918699187, 'mean': 0.7937051759653221, 'sd': 0.5705249975211947, 'n_obs': 1586}","[{'column': 'A18', 'comparison': '>', 'value_comp': 0.024596186000000003, 'value_this': 0.38920734, 'decimals': 1}]",1.0,0.0,0.0024810866299062075
1259,{},{},[],,,
1260,{},{},[],,,
1261,{},{},[],,,
1262,{},{},[],,,
1263,{},{},[],,,
1264,{},{},[],,,
1265,{},{},[],,,
1266,"{'column': 'A11', 'value': 6.678137311569098, 'decimals': 0}","{'upper_thr': 2.359692721, 'pct_below': 0.9958333333333333, 'mean': 0.7752884641980476, 'sd': 0.41581763440474995, 'n_obs': 717}","[{'column': 'A14', 'comparison': '<=', 'value_comp': 0.7533948229999999, 'value_this': 0.278624569, 'decimals': 1}, {'column': 'A12', 'comparison': '>', 'value_comp': 0.442007048, 'value_this': 1.332930546, 'decimals': 1}]",2.0,0.0,0.004500993068032559
1267,{},{},[],,,
1268,"{'column': 'A17', 'value': 6.313810895478626, 'decimals': 0}","{'upper_thr': 2.871594747, 'pct_below': 0.9902182091798345, 'mean': 0.5120842108791792, 'sd': 0.34117087658797596, 'n_obs': 1316}","[{'column': 'A18', 'comparison': '<=', 'value_comp': 1.14784714, 'value_this': 0.38920734, 'decimals': 1}]",1.0,0.0,0.0032123835979043763
1269,"{'column': 'A19', 'value': 0.010817257, 'decimals': 1}","{'lower_thr': 0.122784077, 'pct_above': 0.9428571428571428, 'mean': 0.4909815313030303, 'sd': 0.3967743033298082, 'n_obs': 33}","[{'column': 'A1', 'comparison': '<=', 'value_comp': 0.340020904, 'value_this': 0.150569756, 'decimals': 1}, {'column': 'A4', 'comparison': '>', 'value_comp': 0.6835984740000001, 'value_this': 0.967712585, 'decimals': 1}, {'column': 'A11', 'comparison': '<=', 'value_comp': 0.58577676, 'value_this': 0.426918614, 'decimals': 1}]",3.0,0.0,0.013378233932552918
1270,{},{},[],,,
1271,{},{},[],,,
1272,"{'column': 'A12', 'value': 4.869210677962394, 'decimals': 0}","{'upper_thr': 2.444585084, 'pct_below': 0.9971509971509972, 'mean': 1.237056917311428, 'sd': 0.3279455013078501, 'n_obs': 350}","[{'column': 'A13', 'comparison': '<=', 'value_comp': 0.620335254, 'value_this': 0.369689892, 'decimals': 1}, {'column': 'A11', 'comparison': '>', 'value_comp': 0.718158548, 'value_this': 1.135186486, 'decimals': 1}]",2.0,0.0,0.006917155076245641
1273,{},{},[],,,
1274,{},{},[],,,
1275,{},{},[],,,
1276,{},{},[],,,
1277,{},{},[],,,
1278,{},{},[],,,
1279,{},{},[],,,
1280,{},{},[],,,
1281,{},{},[],,,
1282,"{'column': 'A19', 'value': 2.215239272, 'decimals': 0}","{'upper_thr': 0.690589748, 'pct_below': 0.9724137931034482, 'mean': 0.6221874438581555, 'sd': 0.10121792070687155, 'n_obs': 141}","[{'column': 'A11', 'comparison': '<=', 'value_comp': 1.558808208, 'value_this': 1.088827555, 'decimals': 1}, {'column': 'A9', 'comparison': '>', 'value_comp': 0.420487348, 'value_this': 1.63344208, 'decimals': 1}, {'column': 'A11', 'comparison': '>', 'value_comp': 0.58577676, 'value_this': 1.088827555, 'decimals': 1}]",3.0,0.0,0.012868407731782492
1283,{},{},[],,,
1284,{},{},[],,,
1285,{},{},[],,,
1286,{},{},[],,,
1287,{},{},[],,,
1288,{},{},[],,,
1289,"{'column': 'A18', 'value': 5.5131762183365085, 'decimals': 0}","{'upper_thr': 2.71431911, 'pct_below': 0.9910380881254668, 'mean': 0.5680870879487568, 'sd': 0.4179124624845786, 'n_obs': 1327}","[{'column': 'A0', 'comparison': '<=', 'value_comp': 1.264892129, 'value_this': 0.206721759, 'decimals': 1}]",1.0,0.0,0.0066287836033325975
1290,"{'column': 'A3', 'value': 8.175100969240997, 'decimals': 0}","{'upper_thr': 3.584122058, 'pct_below': 0.9974025974025974, 'mean': 0.8050623902200523, 'sd': 0.5617003258756843, 'n_obs': 768}","[{'column': 'A7', 'comparison': '>', 'value_comp': 0.8128879040000001, 'value_this': 1.351317091, 'decimals': 1}]",1.0,0.0,0.005261528943394745
1291,{},{},[],,,
1292,{},{},[],,,
1293,{},{},[],,,
1294,{},{},[],,,
1295,{},{},[],,,
1296,{},{},[],,,
1297,{},{},[],,,
1298,{},{},[],,,
1299,{},{},[],,,
1300,"{'column': 'A10', 'value': 16.71955592619359, 'decimals': 0}","{'upper_thr': 7.231817841, 'pct_below': 0.9921450151057402, 'mean': 0.7334583648781969, 'sd': 0.6748631446469068, 'n_obs': 1642}",[],0.0,0.0,0.00140555907615452
1301,"{'column': 'A16', 'value': 6.758777292247635, 'decimals': 0}","{'upper_thr': 3.00666528, 'pct_below': 0.9936974789915967, 'mean': 0.36258727288160675, 'sd': 0.28878530868468416, 'n_obs': 946}","[{'column': 'A18', 'comparison': '<=', 'value_comp': 0.714268731, 'value_this': 0.438399713, 'decimals': 1}]",1.0,0.0,0.0014042755111276736
1302,"{'column': 'A7', 'value': 5.338302513784986, 'decimals': 0}","{'upper_thr': 2.118559897, 'pct_below': 0.9897959183673469, 'mean': 0.4872443889175257, 'sd': 0.4238741477491145, 'n_obs': 97}","[{'column': 'A12', 'comparison': '>', 'value_comp': 1.518024646, 'value_this': 2.052578745, 'decimals': 1}, {'column': 'A12', 'comparison': '>', 'value_comp': 1.012198086, 'value_this': 2.052578745, 'decimals': 1}]",2.0,0.0,0.006184327228602096
1303,{},{},[],,,
1304,"{'column': 'A11', 'value': 5.7095899092619256, 'decimals': 0}","{'upper_thr': 2.70388537, 'pct_below': 0.997874601487779, 'mean': 0.8066661629574013, 'sd': 0.4461404229468699, 'n_obs': 939}","[{'column': 'A12', 'comparison': '<=', 'value_comp': 1.268566067, 'value_this': 0.976561147, 'decimals': 1}, {'column': 'A12', 'comparison': '>', 'value_comp': 0.442007048, 'value_this': 0.976561147, 'decimals': 1}]",2.0,0.0,0.006841429669012054
1305,{},{},[],,,
1306,{},{},[],,,
1307,{},{},[],,,
1308,{},{},[],,,
1309,{},{},[],,,
1310,{},{},[],,,
1311,"{'column': 'A18', 'value': 5.893774449122222, 'decimals': 0}","{'upper_thr': 2.71431911, 'pct_below': 0.9910380881254668, 'mean': 0.5680870879487568, 'sd': 0.4179124624845786, 'n_obs': 1327}","[{'column': 'A0', 'comparison': '<=', 'value_comp': 1.264892129, 'value_this': 0.312538796, 'decimals': 1}]",1.0,0.0,0.0057157342191992335
1312,{},{},[],,,
1313,{},{},[],,,
1314,{},{},[],,,
1315,{},{},[],,,
1316,{},{},[],,,
1317,{},{},[],,,
1318,{},{},[],,,
1319,{},{},[],,,
1320,{},{},[],,,
1321,{},{},[],,,
1322,{},{},[],,,
1323,{},{},[],,,
1324,{},{},[],,,
1325,"{'column': 'A3', 'value': 7.115187658452423, 'decimals': 0}","{'upper_thr': 3.584122058, 'pct_below': 0.9952904238618524, 'mean': 0.7848178262870661, 'sd': 0.528806769965849, 'n_obs': 634}","[{'column': 'A19', 'comparison': '<=', 'value_comp': 0.445021593, 'value_this': 0.389986746, 'decimals': 1}]",1.0,0.0,0.006414032419194354
1326,"{'column': 'A17', 'value': 5.4461293207394945, 'decimals': 0}","{'upper_thr': 2.871594747, 'pct_below': 0.9902182091798345, 'mean': 0.5120842108791792, 'sd': 0.34117087658797596, 'n_obs': 1316}","[{'column': 'A18', 'comparison': '<=', 'value_comp': 1.14784714, 'value_this': 0.85220324, 'decimals': 1}]",1.0,0.0,0.0044415379455051375
1327,{},{},[],,,
1328,{},{},[],,,
1329,{},{},[],,,
1330,{},{},[],,,
1331,{},{},[],,,
1332,{},{},[],,,
1333,{},{},[],,,
1334,{},{},[],,,
1335,"{'column': 'A17', 'value': 5.33076312260212, 'decimals': 0}","{'upper_thr': 2.172404143, 'pct_below': 0.9929133858267717, 'mean': 0.6285512101197462, 'sd': 0.44359854947916805, 'n_obs': 1261}","[{'column': 'A13', 'comparison': '<=', 'value_comp': 1.170349224, 'value_this': 0.644696878, 'decimals': 1}]",1.0,0.0,0.008675453840164337
1336,{},{},[],,,
1337,{},{},[],,,
1338,{},{},[],,,
1339,{},{},[],,,
1340,"{'column': 'A10', 'value': 15.261591916547895, 'decimals': 0}","{'upper_thr': 7.231817841, 'pct_below': 0.9921450151057402, 'mean': 0.7334583648781969, 'sd': 0.6748631446469068, 'n_obs': 1642}",[],0.0,0.0,0.0017014534325343633
1341,{},{},[],,,
1342,{},{},[],,,
1343,{},{},[],,,
1344,{},{},[],,,
1345,{},{},[],,,
1346,{},{},[],,,
1347,{},{},[],,,
1348,"{'column': 'A18', 'value': 5.849685244716837, 'decimals': 0}","{'upper_thr': 2.71431911, 'pct_below': 0.9910380881254668, 'mean': 0.5680870879487568, 'sd': 0.4179124624845786, 'n_obs': 1327}","[{'column': 'A0', 'comparison': '<=', 'value_comp': 1.264892129, 'value_this': 1.063082685, 'decimals': 1}]",1.0,0.0,0.005811499096546401
1349,{},{},[],,,
1350,{},{},[],,,
1351,{},{},[],,,
1352,{},{},[],,,
1353,{},{},[],,,
1354,{},{},[],,,
1355,"{'column': 'A18', 'value': 8.264050106026604, 'decimals': 0}","{'upper_thr': 2.71431911, 'pct_below': 0.9910380881254668, 'mean': 0.5680870879487568, 'sd': 0.4179124624845786, 'n_obs': 1327}","[{'column': 'A0', 'comparison': '<=', 'value_comp': 1.264892129, 'value_this': 0.206721759, 'decimals': 1}]",1.0,0.0,0.0027381838129583243
1356,{},{},[],,,
1357,{},{},[],,,
1358,{},{},[],,,
1359,{},{},[],,,
1360,"{'column': 'A0', 'value': 5.2745296700720825, 'decimals': 0}","{'upper_thr': 2.544521203, 'pct_below': 0.9929266136162688, 'mean': 0.6094087729884243, 'sd': 0.43325339488110864, 'n_obs': 1123}","[{'column': 'A17', 'comparison': '<=', 'value_comp': 0.8315943109999999, 'value_this': 0.381519346, 'decimals': 1}]",1.0,0.0,0.00829186330366006
1361,{},{},[],,,
1362,{},{},[],,,
1363,{},{},[],,,
1364,{},{},[],,,
1365,{},{},[],,,
1366,{},{},[],,,
1367,"{'column': 'A19', 'value': 2.549242607, 'decimals': 0}","{'upper_thr': 0.690589748, 'pct_below': 0.9852941176470589, 'mean': 0.6526690682180449, 'sd': 0.048781183570378105, 'n_obs': 133}","[{'column': 'A8', 'comparison': '>', 'value_comp': 0.630673402, 'value_this': 1.222321081, 'decimals': 1}, {'column': 'A9', 'comparison': '>', 'value_comp': 0.420487348, 'value_this': 1.135519794, 'decimals': 1}, {'column': 'A11', 'comparison': '>', 'value_comp': 0.58577676, 'value_this': 1.671307423, 'decimals': 1}]",3.0,0.0,0.0020337158294466925
1368,{},{},[],,,
1369,{},{},[],,,
1370,{},{},[],,,
1371,{},{},[],,,
1372,{},{},[],,,
1373,{},{},[],,,
1374,{},{},[],,,
1375,"{'column': 'A12', 'value': 4.0594980402282985, 'decimals': 0}","{'upper_thr': 1.439841365, 'pct_below': 0.9895561357702349, 'mean': 0.6181059089656993, 'sd': 0.43424892056631237, 'n_obs': 379}","[{'column': 'A4', 'comparison': '<=', 'value_comp': 0.668827589, 'value_this': 0.135482028, 'decimals': 1}]",1.0,0.0,0.01650755329627628
1376,{},{},[],,,
1377,{},{},[],,,
1378,{},{},[],,,
1379,{},{},[],,,
1380,{},{},[],,,
1381,{},{},[],,,
1382,{},{},[],,,
1383,"{'column': 'A16', 'value': 6.404057665063987, 'decimals': 0}","{'upper_thr': 3.004892346, 'pct_below': 0.975609756097561, 'mean': 0.7036315887249999, 'sd': 0.5809505212267798, 'n_obs': 120}","[{'column': 'A4', 'comparison': '>', 'value_comp': 1.757636954, 'value_this': 1.760259126, 'decimals': 1}]",1.0,0.0,0.01012806151491124
1384,{},{},[],,,
1385,{},{},[],,,
1386,{},{},[],,,
1387,{},{},[],,,
1388,{},{},[],,,
1389,{},{},[],,,
1390,"{'column': 'A16', 'value': 7.4609273111935925, 'decimals': 0}","{'upper_thr': 3.004892346, 'pct_below': 0.9978969505783386, 'mean': 0.6306816465268704, 'sd': 0.4766023497604129, 'n_obs': 949}","[{'column': 'A7', 'comparison': '>', 'value_comp': 0.682748729, 'value_this': 1.11201523, 'decimals': 1}]",1.0,0.0,0.004156672847015193
1391,{},{},[],,,
1392,{},{},[],,,
1393,"{'column': 'A14', 'value': 8.441635558817923, 'decimals': 0}","{'upper_thr': 4.750708599, 'pct_below': 0.994535519125683, 'mean': 0.728964652722134, 'sd': 0.5324726058396108, 'n_obs': 1274}","[{'column': 'A13', 'comparison': '<=', 'value_comp': 1.194710848, 'value_this': 0.180324078, 'decimals': 1}]",1.0,0.0,0.003953370958419303
1394,{},{},[],,,
1395,{},{},[],,,
1396,{},{},[],,,
1397,"{'column': 'A0', 'value': 5.748108019879877, 'decimals': 0}","{'upper_thr': 2.544521203, 'pct_below': 0.9929266136162688, 'mean': 0.6094087729884243, 'sd': 0.43325339488110864, 'n_obs': 1123}","[{'column': 'A17', 'comparison': '<=', 'value_comp': 0.8315943109999999, 'value_this': 0.06227891, 'decimals': 1}]",1.0,0.0,0.006834648193055434
1398,"{'column': 'A18', 'value': 6.328758902833327, 'decimals': 0}","{'upper_thr': 2.71431911, 'pct_below': 0.9910380881254668, 'mean': 0.5680870879487568, 'sd': 0.4179124624845786, 'n_obs': 1327}","[{'column': 'A0', 'comparison': '<=', 'value_comp': 1.264892129, 'value_this': 1.264892129, 'decimals': 1}]",1.0,0.0,0.0048855964105129395
1399,{},{},[],,,
1400,"{'column': 'A7', 'value': 4.1270502013280215, 'decimals': 0}","{'upper_thr': 1.4111425569999998, 'pct_below': 0.9634146341463414, 'mean': 0.6626705604177214, 'sd': 0.349489977790946, 'n_obs': 79}","[{'column': 'A11', 'comparison': '<=', 'value_comp': 0.8240639790000001, 'value_this': 0.665205833, 'decimals': 1}, {'column': 'A0', 'comparison': '<=', 'value_comp': 0.947441018, 'value_this': 0.206721759, 'decimals': 1}, {'column': 'A8', 'comparison': '<=', 'value_comp': 1.093922023, 'value_this': 0.52744815, 'decimals': 1}, {'column': 'A12', 'comparison': '>', 'value_comp': 1.012198086, 'value_this': 1.119108906, 'decimals': 1}]",4.0,0.0,0.01088737359113304
1401,{},{},[],,,
1402,{},{},[],,,
1403,{},{},[],,,
1404,{},{},[],,,
1405,{},{},[],,,
1406,{},{},[],,,
1407,{},{},[],,,
1408,{},{},[],,,
1409,{},{},[],,,
1410,{},{},[],,,
1411,{},{},[],,,
1412,{},{},[],,,
1413,{},{},[],,,
1414,{},{},[],,,
1415,{},{},[],,,
1416,{},{},[],,,
1417,"{'column': 'A17', 'value': 6.328435313238423, 'decimals': 0}","{'upper_thr': 2.871594747, 'pct_below': 0.9902182091798345, 'mean': 0.5120842108791792, 'sd': 0.34117087658797596, 'n_obs': 1316}","[{'column': 'A18', 'comparison': '<=', 'value_comp': 1.14784714, 'value_this': 0.182305577, 'decimals': 1}]",1.0,0.0,0.003196249954432606
1418,{},{},[],,,
1419,{},{},[],,,
1420,{},{},[],,,
1421,{},{},[],,,
1422,{},{},[],,,
1423,{},{},[],,,
1424,{},{},[],,,
1425,{},{},[],,,
1426,"{'column': 'A11', 'value': 4.192624134835952, 'decimals': 0}","{'upper_thr': 1.750736496, 'pct_below': 0.9858156028368794, 'mean': 1.1457050823309354, 'sd': 0.4527119181310357, 'n_obs': 139}","[{'column': 'A9', 'comparison': '>', 'value_comp': 1.073279509, 'value_this': 2.753767222, 'decimals': 1}]",1.0,0.0,0.021175486187071005
1427,{},{},[],,,
1428,{},{},[],,,
1429,{},{},[],,,
1430,{},{},[],,,
1431,{},{},[],,,
1432,{},{},[],,,
1433,{},{},[],,,
1434,{},{},[],,,
1435,{},{},[],,,
1436,{},{},[],,,
1437,{},{},[],,,
1438,{},{},[],,,
1439,{},{},[],,,
1440,{},{},[],,,
1441,{},{},[],,,
1442,{},{},[],,,
1443,{},{},[],,,
1444,{},{},[],,,
1445,"{'column': 'A19', 'value': 0.010817257, 'decimals': 1}","{'lower_thr': 0.122784077, 'pct_above': 0.9428571428571428, 'mean': 0.4909815313030303, 'sd': 0.3967743033298082, 'n_obs': 33}","[{'column': 'A1', 'comparison': '<=', 'value_comp': 0.340020904, 'value_this': 0.01365925, 'decimals': 1}, {'column': 'A4', 'comparison': '>', 'value_comp': 0.6835984740000001, 'value_this': 1.355139349, 'decimals': 1}, {'column': 'A11', 'comparison': '<=', 'value_comp': 0.58577676, 'value_this': 0.109202323, 'decimals': 1}]",3.0,0.0,0.013378233932552918
1446,{},{},[],,,
1447,{},{},[],,,
1448,{},{},[],,,
1449,"{'column': 'A12', 'value': 6.109908959427752, 'decimals': 0}","{'upper_thr': 1.439841365, 'pct_below': 0.9895561357702349, 'mean': 0.6181059089656993, 'sd': 0.43424892056631237, 'n_obs': 379}","[{'column': 'A4', 'comparison': '<=', 'value_comp': 0.668827589, 'value_this': 0.230906177, 'decimals': 1}]",1.0,0.0,0.006476263905253796
1450,{},{},[],,,
1451,{},{},[],,,
1452,{},{},[],,,
1453,{},{},[],,,
1454,{},{},[],,,
1455,{},{},[],,,
1456,{},{},[],,,
1457,{},{},[],,,
1458,{},{},[],,,
1459,{},{},[],,,
1460,"{'column': 'A7', 'value': 4.6303360624673635, 'decimals': 0}","{'upper_thr': 1.889746279, 'pct_below': 0.9333333333333333, 'mean': 0.6820684169642858, 'sd': 0.38949725244632055, 'n_obs': 28}","[{'column': 'A1', 'comparison': '>', 'value_comp': 0.919988437, 'value_this': 1.610778966, 'decimals': 1}, {'column': 'A8', 'comparison': '>', 'value_comp': 1.093922023, 'value_this': 4.928310047, 'decimals': 1}, {'column': 'A12', 'comparison': '>', 'value_comp': 1.012198086, 'value_this': 1.368567485, 'decimals': 1}]",3.0,0.0,0.01165210748271094
1461,{},{},[],,,
1462,{},{},[],,,
1463,{},{},[],,,
1464,{},{},[],,,
1465,{},{},[],,,
1466,"{'column': 'A17', 'value': 6.670031916274174, 'decimals': 0}","{'upper_thr': 2.871594747, 'pct_below': 0.9902182091798345, 'mean': 0.5120842108791792, 'sd': 0.34117087658797596, 'n_obs': 1316}","[{'column': 'A18', 'comparison': '<=', 'value_comp': 1.14784714, 'value_this': 0.024596186000000003, 'decimals': 1}]",1.0,0.0,0.0028514824448091286
1467,{},{},[],,,
1468,{},{},[],,,
1469,{},{},[],,,
1470,{},{},[],,,
1471,{},{},[],,,
1472,{},{},[],,,
1473,{},{},[],,,
1474,{},{},[],,,
1475,{},{},[],,,
1476,{},{},[],,,
1477,{},{},[],,,
1478,{},{},[],,,
1479,{},{},[],,,
1480,{},{},[],,,
1481,{},{},[],,,
