A0,A1,A2,A3,A4,A5,A6,A7,A8,label,reason
37,0,97,1,20,18,60,77,16,0.0,0
42,4,81,8,42,0,39,39,0,0.0,0
37,0,81,6302,30,0,45,50,6,1.0,A3
39,2,79,0,38,0,40,41,0,0.0,0
47,1,79,0,46,0,33,33,0,0.0,0
63,1,111,3,62,0,48,49,2,0.0,0
51,1,78,0,50,4,27,29,2,0.0,0
37,0,90,0,38,25,52,51,0,0.0,0
50,1,81,0,50,0,31,32,0,0.0,0
38,2,79,0,38,0,41,41,0,0.0,0
37,0,75,7,20,0,38,54,16,0.0,0
41,1,82,0,42,5,41,41,0,0.0,0
43,0,85,0,42,14,42,44,2,0.0,0
38,5,81,0,38,11,168,42,0,1.0,A6
49,5,88,0,46,1,39,41,2,0.0,0
50,2,83,0,50,24262,34,34,0,1.0,A5
45,0,81,0,44,18,36,37,2,0.0,0
45,1,83,0,44,11,38,39,0,0.0,0
37,0,82,6302,34,0,45,48,4,1.0,A3
37,0,79,2,20,4,42,58,16,0.0,0
48,0,77,1,46,0,29,30,2,0.0,0
49,2,84,0,50,2,35,35,476,1.0,A8
45,0,87,2,44,3,42,43,2,0.0,0
57,1,86,0,56,0,29,29,0,0.0,0
42,0,76,4,42,0,34,35,0,0.0,0
41,1,86,0,42,6,46,45,0,0.0,0
45,0,86,0,46,13,40,39,0,0.0,0
47,3,86,2,46,0,39,40,0,0.0,0
49,3,89,0,50,11,40,40,0,0.0,0
42,2,86,7,42,0,44,44,0,0.0,0
37,0,78,0,36,15,41,42,2,0.0,0
38,0,92,0,20,0,54,71,18,0.0,0
38,0,76,6,38,0,38,37,0,0.0,0
41,4,86,0,42,0,45,45,0,0.0,0
55,2,87,2,54,0,32,33,2,0.0,0
45,0,84,0,44,2,38,40,2,0.0,0
37,0,76,5,12,0,39,63,24,0.0,0
48,0,88,3,46,0,40,42,2,0.0,0
44,6476,77,0,44,18,34,34,0,1.0,A1
51,0,88,0,52,20,37,37,0,0.0,0
49,3,87,0,50,2,38,38,0,0.0,0
41,0,88,1,38,16,48,50,2,0.0,0
41,4,79,0,42,7,38,37,0,0.0,0
45,4,79,0,44,0,34,35,0,0.0,0
41,6476,78,0,38,24,37,39,2,1.0,A1
56,0,87,1,54,26,31,33,2,0.0,0
44,3,80,2,44,11,36,36,0,0.0,0
37,0,80,0,10,4,43,70,26,0.0,0
37,1,238,0,8,5,57,86,30,1.0,A2
49,2,84,0,50,5,35,35,0,0.0,0
51,0,84,0,50,7,33,35,2,0.0,0
37,0,76,0,28,14,39,47,8,0.0,0
41,4,108,1,42,17,66,66,0,0.0,0
46,0,79,0,46,0,34,33,0,0.0,0
37,0,80,0,8,11,43,72,30,0.0,0
52,5,81,0,52,0,29,29,0,0.0,0
45,0,87,0,44,11,42,43,2,0.0,0
43,2,80,6,44,18,37,36,0,0.0,0
56,3,81,0,54,13,25,27,2,0.0,0
44,4,77,0,44,1,33,34,0,0.0,0
37,5,79,0,537,0,42,43,2,1.0,A4
51,0,87,0,50,12,36,38,2,0.0,0
37,0,86,0,36,0,48,50,2,0.0,0
42,2,86,2,42,0,44,45,2,0.0,0
49,1,107,0,50,9,58,58,0,0.0,0
51,0,109,1,50,12,58,60,2,0.0,0
45,0,81,0,44,22,35,37,2,0.0,0
39,0,86,5,38,0,47,47,0,0.0,0
56,0,95,0,54,7,39,41,2,0.0,0
37,0,76,0,36,5,39,40,2,0.0,0
49,1,86,0,50,6,38,37,0,0.0,0
52,1,80,0,52,0,28,28,0,0.0,0
37,0,82,0,2,24262,45,85,40,1.0,A5
37,0,77,4,2,0,39,79,40,0.0,0
56,0,92,0,56,1,36,35,0,0.0,0
37,0,77,0,2,4,41,80,40,0.0,0
37,0,238,0,10,8,56,83,26,1.0,A2
49,0,88,2,46,6,40,42,2,0.0,0
37,0,109,6,28,0,72,81,8,0.0,0
37,13,77,0,20,0,40,57,16,0.0,0
37,4,77,0,34,0,40,44,4,0.0,0
45,0,88,7,46,53,42,41,0,0.0,0
46,0,87,11,46,3,41,41,0,0.0,0
42,1,76,4,42,0,35,35,0,0.0,0
47,4,83,1,46,2,36,37,0,0.0,0
45,0,93,4,44,0,49,50,0,0.0,0
48,0,83,0,50,26,35,424,0,1.0,A7
44,0,79,4,44,0,35,35,0,0.0,0
37,0,76,1,30,3,39,45,6,0.0,0
46,0,85,0,44,26,39,41,2,0.0,0
43,1,86,7,42,24262,43,45,2,1.0,A5
56,0,91,1,56,23,35,34,0,0.0,0
54,0,86,2,54,0,32,32,0,0.0,0
44,0,83,4,44,0,38,39,0,0.0,0
51,0,83,0,50,15,31,33,2,0.0,0
45,3,81,0,44,0,37,37,0,0.0,0
108,0,83,0,46,20,34,36,2,1.0,A0
46,6476,81,0,44,19,35,37,2,1.0,A1
37,0,77,6,20,0,41,57,16,0.0,0
56,1,87,3,56,15,31,30,0,0.0,0
47,5,86,2,46,4,39,40,0,0.0,0
41,0,82,6,38,4,41,43,2,0.0,0
51,0,82,1,50,10,31,33,2,0.0,0
56,2,86,0,54,7,30,32,2,0.0,0
37,0,94,0,10,0,57,84,26,0.0,0
37,5,76,0,28,0,39,48,8,0.0,0
38,0,92,1,16,5,54,77,22,0.0,0
45,3,106,0,44,0,62,424,0,1.0,A7
37,3,77,0,38,11,39,38,0,0.0,0
44,4,75,0,44,1,31,31,0,0.0,0
43,0,83,0,42,10,39,41,2,0.0,0
37,0,238,0,16,21,42,63,22,1.0,A2
37,0,82,0,34,7,45,48,2,0.0,0
38,1,81,0,38,3,43,42,0,0.0,0
37,0,97,4,34,0,59,63,4,0.0,0
37,0,77,0,4,30,41,83,42,0.0,0
52,3,79,0,52,0,168,27,0,1.0,A6
37,0,78,0,18,19,41,60,18,0.0,0
37,0,103,2,20,0,66,82,16,0.0,0
49,0,83,0,50,19,34,34,0,0.0,0
48,0,83,7,46,0,35,37,2,0.0,0
43,0,77,6,42,0,35,36,2,0.0,0
41,1,86,0,38,0,45,47,2,0.0,0
46,1,90,3,46,24262,43,43,0,1.0,A5
41,0,81,0,38,27,40,42,2,0.0,0
37,1,81,0,36,4,43,44,2,0.0,0
48,2,238,0,46,1,33,35,2,1.0,A2
45,0,238,0,44,14,33,34,2,1.0,A2
46,0,82,5,46,0,36,35,0,0.0,0
49,0,78,4,50,0,29,29,0,0.0,0
37,0,106,0,26,24,68,80,12,0.0,0
46,0,76,3,46,4,30,29,0,0.0,0
37,0,79,5,2,0,42,82,40,0.0,0
45,5,83,0,46,21,38,37,0,0.0,0
46,0,87,0,46,1,41,41,0,0.0,0
37,0,104,0,26,24262,66,78,12,1.0,A5
49,3,77,2,50,0,28,28,0,0.0,0
57,4,86,0,56,24262,29,29,0,1.0,A5
108,5,90,3,6,0,53,85,32,1.0,A0
52,0,81,3,52,0,29,30,476,1.0,A8
37,4,77,0,36,338,40,424,0,1.0,A7
37,0,77,0,6,4,40,72,32,0.0,0
53,0,84,0,54,13,32,30,0,0.0,0
51,0,84,0,537,5,33,35,2,1.0,A4
38,0,93,8,28,13,55,64,476,1.0,A8
56,1,87,4,56,19,31,30,0,0.0,0
37,0,106,0,30,12,69,75,6,0.0,0
51,0,84,2,50,18,33,35,2,0.0,0
42,2,83,3,42,0,41,41,0,0.0,0
37,6476,75,1,24,2,38,52,14,1.0,A1
37,0,75,0,18,5,38,57,18,0.0,0
54,1,84,0,54,0,30,30,0,0.0,0
39,1,83,2,38,0,44,44,0,0.0,0
37,0,97,0,24,27,60,73,14,0.0,0
46,0,77,0,46,9,32,31,0,0.0,0
55,1,88,0,54,0,33,424,0,1.0,A7
37,0,81,0,24,23,45,58,14,0.0,0
43,2,79,0,42,0,168,38,2,1.0,A6
45,0,93,0,44,24262,48,50,2,1.0,A5
51,0,88,0,52,24262,36,36,0,1.0,A5
42,1,84,0,42,0,42,43,2,0.0,0
37,0,92,1,18,2,55,74,20,0.0,0
44,1,81,0,44,5,37,37,0,0.0,0
48,5,78,0,46,1,30,424,2,1.0,A7
54,1,86,7,54,0,32,32,0,0.0,0
48,3,86,0,46,0,39,40,2,0.0,0
37,4,81,0,36,0,45,45,0,0.0,0
37,0,76,1,20,14,39,55,16,0.0,0
56,3,84,0,56,16,28,27,0,0.0,0
46,1,82,0,44,23,36,38,2,0.0,0
41,1,88,0,42,10,48,47,0,0.0,0
44,4,80,0,44,0,36,36,0,0.0,0
51,0,79,0,52,17,27,27,0,0.0,0
41,0,78,0,42,14,37,37,0,0.0,0
42,3,238,0,42,0,48,48,0,1.0,A2
62,0,109,0,62,1,47,47,0,0.0,0
44,1,82,0,44,17,168,38,0,1.0,A6
37,0,75,3,18,0,38,57,18,0.0,0
54,0,87,5,54,0,33,33,0,0.0,0
55,0,88,0,54,6,32,33,2,0.0,0
38,2,83,0,36,21,45,46,2,0.0,0
37,0,76,0,24,4,39,52,476,1.0,A8
108,4,89,0,44,8,46,45,0,1.0,A0
37,0,80,1,6,13,43,75,32,0.0,0
39,1,77,0,38,0,37,38,0,0.0,0
37,0,75,1,26,12,38,49,10,0.0,0
39,0,80,1,38,0,41,41,0,0.0,0
45,0,80,0,44,17,35,36,2,0.0,0
41,1,84,0,42,3,43,43,0,0.0,0
41,0,83,0,42,0,41,41,0,0.0,0
37,0,92,1,18,3,55,74,20,0.0,0
42,6476,86,1,42,0,44,45,2,1.0,A1
45,0,76,0,44,9,31,32,2,0.0,0
39,0,77,2,537,3,38,38,0,1.0,A4
56,0,92,0,56,31,36,35,0,0.0,0
53,0,77,2,54,14,25,23,0,0.0,0
43,1,81,1,42,8,38,40,2,0.0,0
51,0,88,1,50,0,37,39,2,0.0,0
37,4,102,1,34,0,65,69,4,0.0,0
37,0,76,0,26,13,40,50,10,0.0,0
37,0,104,8,18,24262,67,86,20,1.0,A5
41,0,238,0,38,0,67,69,2,1.0,A2
37,0,238,0,18,19,40,58,18,1.0,A2
37,0,77,1,34,75,41,44,2,0.0,0
58,1,84,0,56,0,26,27,2,0.0,0
49,2,78,0,50,4,29,29,0,0.0,0
44,5,83,0,44,6,39,39,0,0.0,0
49,3,83,1,50,11,34,33,0,0.0,0
44,1,80,0,44,0,36,36,0,0.0,0
47,5,76,0,46,0,29,30,0,0.0,0
55,3,86,0,54,0,30,32,2,0.0,0
37,0,79,0,20,25,42,58,16,0.0,0
48,6476,78,1,46,0,30,32,2,1.0,A1
46,0,81,0,44,16,35,37,2,0.0,0
51,1,86,0,50,25,36,37,2,0.0,0
39,0,81,3,38,2,43,43,0,0.0,0
56,4,81,0,54,3,25,27,2,0.0,0
55,4,85,0,54,10,30,31,2,0.0,0
44,1,91,6302,44,0,47,47,0,1.0,A3
43,6476,77,6,42,14,34,35,2,1.0,A1
44,0,75,2,537,12,31,31,0,1.0,A4
37,0,76,0,36,24,39,40,2,0.0,0
60,1,111,0,60,0,50,51,2,0.0,0
37,0,82,6302,2,0,45,85,40,1.0,A3
41,0,80,6302,42,18,39,39,0,1.0,A3
37,0,79,6,6,0,42,74,32,0.0,0
47,0,86,8,46,0,39,39,0,0.0,0
43,0,78,0,42,19,35,37,2,0.0,0
58,1,86,0,56,6,27,29,2,0.0,0
45,0,88,0,44,7,43,44,2,0.0,0
45,0,74,0,44,0,29,30,2,0.0,0
46,0,83,0,46,12,37,36,0,0.0,0
42,0,85,2,42,0,43,44,0,0.0,0
46,2,86,2,46,0,41,40,0,0.0,0
37,6476,83,1,8,0,47,75,28,1.0,A1
46,0,84,0,44,18,38,40,2,0.0,0
45,2,80,0,44,0,35,36,0,0.0,0
51,1,84,2,52,0,33,33,0,0.0,0
53,0,81,0,52,7,28,30,2,0.0,0
41,0,82,0,38,7,41,43,2,0.0,0
56,0,97,0,56,10,40,40,0,0.0,0
43,0,85,2,44,22,42,41,0,0.0,0
42,5,84,0,42,0,42,43,0,0.0,0
45,0,81,0,46,4,35,34,0,0.0,0
56,0,81,0,54,28,25,27,2,0.0,0
45,0,86,1,46,21,40,39,0,0.0,0
42,1,76,0,42,0,34,35,2,0.0,0
53,0,81,0,537,234,27,26,0,1.0,A4
39,0,79,2,38,0,40,40,476,1.0,A8
39,1,75,0,38,0,35,36,0,0.0,0
37,0,78,0,2,1,42,75,34,0.0,0
52,2,86,0,52,0,34,34,0,0.0,0
38,6476,90,4,8,0,52,82,30,1.0,A1
49,3,77,0,50,5,28,28,0,0.0,0
37,0,76,0,28,15,39,47,8,0.0,0
42,0,89,6,42,0,47,48,2,0.0,0
41,0,81,0,42,20,41,40,0,0.0,0
37,0,79,0,18,3,42,61,18,0.0,0
66,6476,109,0,68,21,43,42,0,1.0,A1
37,0,74,0,28,26,38,46,8,0.0,0
39,1,106,0,38,0,66,67,0,0.0,0
37,5,76,0,36,29,39,40,2,0.0,0
56,0,97,0,54,17,41,43,2,0.0,0
37,0,81,2,28,4,44,52,8,0.0,0
51,0,83,0,52,25,32,31,0,0.0,0
37,0,75,4,36,0,38,39,0,0.0,0
37,0,79,0,16,12,43,64,476,1.0,A8
44,1,76,0,44,4,31,32,0,0.0,0
45,6476,86,0,46,30,41,40,0,1.0,A1
37,0,92,0,20,2,55,71,16,0.0,0
41,2,81,0,38,7,41,43,2,0.0,0
45,1,86,5,44,0,41,42,2,0.0,0
37,4,76,0,38,7,38,37,0,0.0,0
37,5,76,0,36,0,39,39,0,0.0,0
45,0,88,1,44,1,44,44,0,0.0,0
46,4,86,0,46,6,41,40,0,0.0,0
41,0,88,3,38,5,47,49,2,0.0,0
48,3,95,0,46,6,47,49,2,0.0,0
56,0,107,0,56,3,51,424,0,1.0,A7
41,0,83,2,42,4,41,41,0,0.0,0
37,0,76,0,24,9,40,53,14,0.0,0
51,1,81,0,52,9,29,29,0,0.0,0
55,0,82,0,54,5,26,28,2,0.0,0
56,0,96,0,56,26,40,39,0,0.0,0
38,3,102,0,38,1,64,63,0,0.0,0
44,2,238,0,44,0,56,56,0,1.0,A2
37,0,76,4,28,2,40,48,8,0.0,0
53,0,88,0,54,2,35,34,0,0.0,0
56,2,79,0,56,22,23,22,476,1.0,A8
37,0,76,4,28,21,39,47,8,0.0,0
49,1,107,0,46,24,58,60,2,0.0,0
37,0,79,0,8,20,42,71,28,0.0,0
56,0,79,0,56,4,23,22,0,0.0,0
45,4,83,0,46,11,37,36,476,1.0,A8
48,1,238,0,46,0,34,35,2,1.0,A2
56,2,96,3,56,0,40,39,0,0.0,0
37,0,79,4,18,0,168,61,18,1.0,A6
44,0,95,0,42,25,52,54,2,0.0,0
37,0,104,0,20,7,67,84,16,0.0,0
66,2,113,0,68,11,46,45,0,0.0,0
46,0,238,4,46,1,41,40,0,1.0,A2
45,0,80,0,44,24262,35,36,2,1.0,A5
52,4,102,0,52,0,50,51,0,0.0,0
49,0,80,0,50,2,31,31,0,0.0,0
38,4,76,0,38,8,38,37,0,0.0,0
38,0,86,0,38,1,49,48,0,0.0,0
37,0,79,0,2,27,42,76,34,0.0,0
38,0,86,7,38,0,48,47,0,0.0,0
51,0,80,0,50,14,29,31,2,0.0,0
51,0,87,0,50,9,36,38,2,0.0,0
53,3,82,0,54,2,29,28,0,0.0,0
48,0,88,4,46,0,39,41,2,0.0,0
41,1,79,0,42,14,38,37,0,0.0,0
37,0,84,0,18,26,47,66,18,0.0,0
41,0,86,7,42,3,45,44,0,0.0,0
37,0,105,0,36,10,68,69,2,0.0,0
37,0,238,0,36,10,43,44,2,1.0,A2
37,0,105,2,30,15,68,74,6,0.0,0
58,1,107,3,56,0,49,50,0,0.0,0
46,2,79,2,537,1,33,32,0,1.0,A4
49,5,78,7,50,2,29,29,0,0.0,0
37,0,83,2,34,9,46,50,4,0.0,0
45,3,106,5,44,0,61,62,2,0.0,0
37,6476,92,2,8,2,55,84,30,1.0,A1
50,4,85,0,50,0,35,36,0,0.0,0
41,0,81,0,38,19,40,42,2,0.0,0
41,0,100,0,537,26,59,61,2,1.0,A4
44,0,77,0,44,19,33,33,0,0.0,0
49,2,78,0,46,24262,29,32,2,1.0,A5
43,0,81,2,42,4,38,40,2,0.0,0
37,0,77,0,10,9,41,67,26,0.0,0
37,0,86,0,38,12,48,47,476,1.0,A8
108,0,109,3,52,5,58,58,0,1.0,A0
43,1,76,0,42,11,32,34,2,0.0,0
49,2,88,0,50,11,39,39,476,1.0,A8
56,0,78,2,54,21,22,24,476,1.0,A8
47,0,81,1,46,2,34,34,0,0.0,0
37,4,94,0,10,23,57,84,28,0.0,0
61,0,111,0,60,8,50,52,2,0.0,0
37,6476,107,1,36,1,69,71,2,1.0,A1
46,0,82,1,46,7,36,35,0,0.0,0
37,0,83,0,34,4,46,49,2,0.0,0
37,0,77,0,8,14,40,69,30,0.0,0
37,0,104,0,16,11,66,88,22,0.0,0
37,0,77,0,18,26,40,95,54,0.0,0
43,0,80,0,44,27,37,36,0,0.0,0
53,0,77,0,52,8,25,26,476,1.0,A8
38,4,82,3,38,0,44,43,0,0.0,0
56,6476,96,2,54,0,40,42,2,1.0,A1
47,0,86,3,46,0,39,39,0,0.0,0
41,1,86,0,42,17,45,45,0,0.0,0
108,1,76,0,42,12,34,34,0,1.0,A0
41,0,77,0,42,26,37,36,0,0.0,0
44,5,79,0,42,12,35,37,2,0.0,0
53,0,86,0,54,2,33,32,0,0.0,0
37,0,79,0,26,16,42,53,10,0.0,0
50,0,81,0,50,0,31,32,0,0.0,0
37,2,76,0,36,5,39,39,0,0.0,0
37,0,80,0,12,17,43,67,24,0.0,0
37,6476,86,0,36,20,48,50,2,1.0,A1
42,6476,79,5,42,0,38,38,0,1.0,A1
37,0,77,0,36,12,40,41,0,0.0,0
43,0,88,0,42,7,45,47,2,0.0,0
37,5,83,0,34,8,46,50,4,0.0,0
51,1,86,0,52,28,35,34,0,0.0,0
53,0,81,0,54,4,28,26,0,0.0,0
48,4,95,0,50,30,47,46,0,0.0,0
37,0,76,0,36,26,39,424,0,1.0,A7
51,0,77,0,50,19,26,28,2,0.0,0
37,0,80,0,36,11,43,44,2,0.0,0
44,0,75,6,42,21,31,34,2,0.0,0
49,0,78,0,50,11,29,29,0,0.0,0
37,0,79,0,28,4,42,50,8,0.0,0
47,2,88,0,46,0,41,42,0,0.0,0
54,3,90,1,54,2,36,36,0,0.0,0
45,0,78,3,44,2,33,34,2,0.0,0
53,1,78,0,54,28,25,24,0,0.0,0
37,0,94,0,10,24,57,84,26,0.0,0
37,0,105,5,537,0,68,87,18,1.0,A4
41,0,76,0,38,13,35,37,2,0.0,0
37,0,107,0,36,10,69,71,2,0.0,0
44,4,79,0,44,1,35,35,0,0.0,0
37,0,106,5,36,0,69,70,2,0.0,0
53,0,80,0,52,23,27,28,2,0.0,0
44,5,81,0,44,12,37,37,0,0.0,0
46,0,78,0,44,23,32,34,2,0.0,0
52,5,80,0,52,0,28,28,0,0.0,0
43,0,76,0,44,17,32,32,0,0.0,0
48,0,78,0,50,27,30,29,476,1.0,A8
40,3,75,0,38,0,35,36,2,0.0,0
42,4,102,0,42,24262,60,61,2,1.0,A5
37,1,78,0,20,0,41,57,16,0.0,0
37,2,238,0,26,31,42,53,12,1.0,A2
45,0,76,0,46,6,31,30,0,0.0,0
41,0,238,0,42,8,48,47,0,1.0,A2
45,0,76,6302,44,0,31,32,0,1.0,A3
56,0,87,0,56,0,31,30,0,0.0,0
41,0,81,0,42,8,40,39,0,0.0,0
37,0,75,0,34,2,38,41,4,0.0,0
43,4,77,0,42,16,34,35,2,0.0,0
55,5,95,0,54,1,40,41,2,0.0,0
46,0,238,5,46,0,35,34,0,1.0,A2
37,0,82,0,36,24,168,46,2,1.0,A6
41,0,83,0,42,5,42,41,0,0.0,0
43,1,80,7,42,0,37,39,2,0.0,0
37,0,76,0,28,8,39,48,8,0.0,0
53,0,86,0,52,13,33,34,2,0.0,0
41,0,83,0,42,11,41,41,0,0.0,0
45,3,77,0,44,0,33,34,0,0.0,0
53,0,87,0,52,6,34,35,2,0.0,0
43,1,86,0,42,7,43,45,2,0.0,0
43,1,76,0,42,7,33,35,2,0.0,0
43,1,86,0,44,11,42,42,0,0.0,0
37,0,108,3,34,0,71,75,4,0.0,0
37,0,77,1,24,17,40,424,14,1.0,A7
42,0,77,7,42,0,34,35,2,0.0,0
41,0,79,6,38,21,38,41,2,0.0,0
44,0,89,0,44,17,45,45,476,1.0,A8
37,0,79,5,0,0,42,79,36,0.0,0
46,4,79,0,44,16,33,35,2,0.0,0
42,5,83,0,42,0,41,41,0,0.0,0
37,3,80,0,20,0,43,59,16,0.0,0
37,0,77,0,36,13,40,41,2,0.0,0
37,0,238,2,12,5,41,65,24,1.0,A2
37,0,76,4,26,25,39,50,12,0.0,0
41,0,80,6,38,1,39,41,2,0.0,0
46,0,81,1,46,7,35,35,0,0.0,0
41,4,78,0,38,0,37,39,2,0.0,0
49,3,83,0,46,22,34,36,2,0.0,0
44,5,85,0,44,12,41,424,0,1.0,A7
48,1,88,3,46,0,40,41,2,0.0,0
56,3,79,0,56,0,22,22,0,0.0,0
52,6476,84,0,52,2,32,33,0,1.0,A1
62,0,109,2,60,0,48,50,2,0.0,0
37,0,80,0,20,30,43,59,16,0.0,0
47,1,78,1,46,0,31,32,0,0.0,0
52,4,81,2,52,0,29,30,0,0.0,0
43,0,75,0,42,2,32,34,476,1.0,A8
49,1,79,0,50,1,30,30,476,1.0,A8
39,0,86,7,38,24262,47,47,0,1.0,A5
53,0,85,2,54,0,32,31,0,0.0,0
37,0,103,1,24,4,66,80,14,0.0,0
37,4,90,0,26,15,53,64,12,0.0,0
53,0,86,3,54,14,33,32,0,0.0,0
47,5,79,2,46,0,31,32,0,0.0,0
47,1,88,1,46,0,40,41,0,0.0,0
51,1,81,6302,50,0,30,32,2,1.0,A3
47,0,93,3,46,0,46,47,0,0.0,0
41,2,80,0,42,4,39,39,0,0.0,0
43,0,77,1,42,2,34,35,2,0.0,0
37,0,80,0,36,11,43,44,0,0.0,0
37,6476,77,0,30,12,40,46,6,1.0,A1
37,0,78,0,16,8,41,63,22,0.0,0
38,0,81,0,36,24,43,44,2,0.0,0
52,4,109,0,52,0,57,57,0,0.0,0
37,0,95,0,16,2,58,80,22,0.0,0
47,3,79,0,46,0,32,32,0,0.0,0
52,0,86,0,52,2,34,35,0,0.0,0
54,3,81,3,54,0,168,27,0,1.0,A6
38,1,90,0,38,10,52,51,0,0.0,0
51,4,84,0,52,0,33,32,0,0.0,0
47,4,78,6,46,0,31,32,0,0.0,0
37,0,96,0,28,11,59,68,8,0.0,0
53,0,86,7,537,7,33,35,2,1.0,A4
55,0,83,2,54,0,28,29,0,0.0,0
37,0,76,1,34,13,39,42,2,0.0,0
40,1,78,8,38,0,38,39,2,0.0,0
55,6476,90,0,54,2,34,35,2,1.0,A1
52,3,78,2,537,0,26,26,0,1.0,A4
49,0,77,0,46,9,29,31,476,1.0,A8
37,0,76,1,28,28,39,47,8,0.0,0
108,0,82,0,46,12,33,35,2,1.0,A0
50,1,106,0,50,0,56,57,0,0.0,0
44,0,75,4,42,11,31,34,2,0.0,0
39,0,79,1,38,0,40,40,0,0.0,0
53,2,81,0,54,10,28,26,0,0.0,0
46,0,90,0,46,2,44,44,0,0.0,0
51,5,82,4,50,0,31,33,2,0.0,0
64,1,113,0,64,19,48,48,0,0.0,0
47,0,79,5,46,0,31,32,0,0.0,0
37,6476,104,0,16,16,67,88,22,1.0,A1
38,0,92,0,24,24262,54,69,14,1.0,A5
37,0,77,6,28,17,41,49,8,0.0,0
37,25,106,2,36,0,69,69,0,0.0,0
50,1,101,1,50,0,51,52,0,0.0,0
45,0,93,0,44,9,48,50,2,0.0,0
37,0,109,1,36,12,71,73,2,0.0,0
43,1,82,0,42,0,39,41,2,0.0,0
39,3,79,3,38,0,168,40,0,1.0,A6
37,0,77,0,18,16,40,59,18,0.0,0
37,0,79,0,24,25,42,55,14,0.0,0
37,0,77,0,12,3,40,64,24,0.0,0
46,3,79,3,46,2,33,32,0,0.0,0
51,0,84,0,52,12,33,33,0,0.0,0
37,1,79,1,36,0,42,43,0,0.0,0
53,1,78,0,537,29,25,26,2,1.0,A4
41,1,80,0,42,2,39,39,0,0.0,0
39,0,83,5,38,0,44,44,0,0.0,0
44,0,77,0,44,14,34,34,0,0.0,0
40,5,97,0,38,1,57,59,2,0.0,0
37,2,80,0,38,18,43,41,0,0.0,0
50,0,107,0,50,0,57,58,0,0.0,0
43,0,81,7,42,1,38,40,2,0.0,0
37,0,104,0,18,22,66,86,20,0.0,0
37,0,104,0,24,9,67,81,14,0.0,0
53,0,83,0,52,19,168,32,2,1.0,A6
38,3,76,0,36,22,38,40,2,0.0,0
51,0,82,1,50,16,31,33,2,0.0,0
43,0,83,2,44,31,40,39,0,0.0,0
37,0,76,2,36,0,39,39,0,0.0,0
51,0,86,5,50,5,36,37,2,0.0,0
44,1,79,1,44,0,35,35,0,0.0,0
37,0,97,0,34,21,168,63,4,1.0,A6
45,1,83,0,44,0,39,39,0,0.0,0
50,4,78,0,50,0,29,29,0,0.0,0
37,2,95,17,20,2,58,75,16,0.0,0
108,0,91,0,16,3,53,75,22,1.0,A0
53,2,84,0,54,0,31,30,0,0.0,0
50,3,77,0,50,0,28,424,0,1.0,A7
37,0,78,0,10,16,42,68,26,0.0,0
47,1,85,6,46,5,38,39,0,0.0,0
56,0,238,4,56,0,29,29,0,1.0,A2
43,0,77,7,42,1,34,35,2,0.0,0
41,0,80,6,42,0,39,39,0,0.0,0
37,0,77,0,36,20,40,41,2,0.0,0
50,1,84,0,50,0,34,35,0,0.0,0
52,1,84,0,52,0,31,32,0,0.0,0
37,0,107,0,30,4,70,76,6,0.0,0
44,0,90,6,44,0,46,46,0,0.0,0
43,2,109,0,42,0,168,67,2,1.0,A6
38,0,79,0,38,5,42,41,0,0.0,0
49,1,82,0,537,1,33,33,0,1.0,A4
56,0,86,0,56,5,30,29,0,0.0,0
51,0,83,0,52,10,32,31,0,0.0,0
39,1,79,0,38,0,40,40,0,0.0,0
44,1,93,1,44,0,49,50,0,0.0,0
37,0,83,0,6,5,46,78,32,0.0,0
41,0,77,0,38,18,37,39,2,0.0,0
41,4,78,0,42,15,37,37,0,0.0,0
42,5,82,0,42,0,39,41,476,1.0,A8
44,0,75,0,44,10,31,31,0,0.0,0
37,0,90,0,26,24262,52,64,12,1.0,A5
47,1,86,1,537,0,39,40,0,1.0,A4
37,0,79,0,537,0,43,46,2,1.0,A4
45,0,78,0,44,25,33,34,2,0.0,0
48,0,88,6,46,3,40,42,2,0.0,0
37,0,78,0,26,1,41,52,12,0.0,0
37,0,77,0,0,6,41,77,36,0.0,0
38,0,81,3,38,0,43,42,476,1.0,A8
37,0,109,0,36,8,71,73,2,0.0,0
54,1,86,1,54,1,32,32,0,0.0,0
49,0,76,2,46,20,27,30,2,0.0,0
53,0,86,1,52,1,33,35,2,0.0,0
37,0,75,3,24,0,38,52,14,0.0,0
49,4,88,0,50,0,39,39,0,0.0,0
51,3,88,0,50,0,37,39,2,0.0,0
37,0,108,4,36,0,71,72,0,0.0,0
41,1,85,0,42,3,44,44,0,0.0,0
37,0,77,4,20,0,40,56,16,0.0,0
37,0,81,0,20,12,44,60,476,1.0,A8
51,1,83,0,50,1,32,33,2,0.0,0
37,0,106,67,34,8,69,72,4,0.0,0
37,0,83,5,34,0,45,49,4,0.0,0
56,0,95,2,56,3,39,39,0,0.0,0
49,0,102,0,50,0,53,53,0,0.0,0
46,0,81,0,46,9,35,35,0,0.0,0
49,0,86,0,46,3,37,39,2,0.0,0
37,0,106,7,28,1,69,77,8,0.0,0
53,1,80,0,52,13,27,28,2,0.0,0
44,1,85,0,44,3,41,41,0,0.0,0
45,0,87,7,46,18,42,41,0,0.0,0
43,0,81,1,42,3,37,39,2,0.0,0
40,0,81,4,38,0,41,42,2,0.0,0
37,0,74,0,26,13,38,48,10,0.0,0
37,3,77,0,36,0,41,424,0,1.0,A7
